:Interfaces
:$Location,$InstanceName,$InstanceTemplateIdentifier,$InterfacePath,$InterfaceIdentifier
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC10\T11\Discharge,HV1102,$ValveGP,Control\Maintenance\Logic,Name
Root\PC10\T11\Discharge,HV1102,$ValveGP,,NullInterfaceRoleA
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2SP1
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2SP2
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2OP
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2LOP
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2OP1
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2OP2
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2LOP1
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,Motor2LOP2
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Motor2\Logic,RSPSEL
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Motor2\Logic,RSP
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Motor2\Logic,Rstop
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Motor2\Logic,Name
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Motor2\Logic,S1Locked
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Motor2\Logic,S2Locked
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Fail,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Fail,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\ExternalControl,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\ExternalControl,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\OP1,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\OP1,DOUTPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\OP2,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\OP2,DOUTPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Failures\Group1,DisCond
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Failures\Group1,CondCH
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Failures\Group1,Name
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\Logic,MOTOR2LPName
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\LPMode,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\ZeroMode,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\CSMode,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\OFF,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\OFF,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\ForwardS1,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\ForwardS1,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\ReverseS2,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\ReverseS2,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\PBLight,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,ILCKS1
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,ILCKS2
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control,DEV2S1D
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Running,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Running,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Running,BoolVar
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Running,DINPUTSignalExt
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Interlocks\Group1,DisCond
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Interlocks\Group1,BypassCond
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Interlocks\Group1,ILCKChain
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Interlocks\Group1,PosChain
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Interlocks\Group1,ILCK
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S1Interlocks\Group1,Name
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Interlocks\Group1,DisCond
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Interlocks\Group1,BypassCond
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Interlocks\Group1,ILCKChain
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Interlocks\Group1,PosChain
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Interlocks\Group1,ILCK
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\S2Interlocks\Group1,Name
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Maintenance\Logic,Name
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Maintenance\Logic,RunningHours
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\T11\Discharge,M1102,$Motor2SpdGP,,NullInterfaceRoleA
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control,PV
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control,PVQ
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\DigitalInput\Logic,WatchDI
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\DigitalInput\Logic,AlarmSTDI
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\DigitalInput\Logic,Name
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\DigitalInput\DISignal,BoolVar
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\DigitalInput\DISignal,DINPUTSignalExt
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\Maintenance\Logic,Name
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\Maintenance\Logic,RunningHours
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,Control\Maintenance\Logic,OperationsNumber
Root\PC10\T11\Weight,LSL1101,$DigitalInputGP,,NullInterfaceRoleA
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control,PV
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control,PVQ
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC10\T11\Weight,WI1101,$AnalogInputGP,,NullInterfaceRoleA
Root\PC11,Distillation,DemoDistillationGP,Control,EMCTLName
Root\PC11,Distillation,DemoDistillationGP,Control\InitialConditions\Group1,DisCond
Root\PC11,Distillation,DemoDistillationGP,Control\InitialConditions\Group1,CondCH
Root\PC11,Distillation,DemoDistillationGP,Control\InitialConditions\Group1,Cond01
Root\PC11,Distillation,DemoDistillationGP,Control\InitialConditions\Group1,ResultToVar
Root\PC11,Distillation,DemoDistillationGP,Control\InitialConditions\Group1,Name
Root\PC11,Distillation,DemoDistillationGP,,NullInterfaceRoleA
Root\PC11,Distillation,DemoDistillationGP,,NullInterfaceRoleB
Root\PC11\C11\Feeder,P1101,$MotorGP,Control,ILCK
Root\PC11\C11\Feeder,P1101,$MotorGP,Control,MotorOP
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Motor\Logic,RSP
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Running,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Running,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Fail,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Fail,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\ExternalControl,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\ExternalControl,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control,DEV1S1D
Root\PC11\C11\Feeder,P1101,$MotorGP,Control,MotorSP
Root\PC11\C11\Feeder,P1101,$MotorGP,Control,MotorLOP
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Motor\Logic,RStop
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Motor\Logic,Running
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Motor\Logic,Stopped
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Stopped,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Stopped,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\OP,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\OP,DOUTPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Failures\Group1,DisCond
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Failures\Group1,Name
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group1,DisCond
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group1,BypassCond
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group1,Name
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group2,DisCond
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group2,BypassCond
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group2,Cond01
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Interlocks\Group2,Name
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\Logic,Name
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\Logic,MOTORLPST
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\LPMode,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\ZeroMode,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\CSMode,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\OffPB,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\OnPB,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\PBLight,BoolVar
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Maintenance\Logic,Name
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Maintenance\Logic,RunningHours
Root\PC11\C11\Feeder,P1101,$MotorGP,Control\Maintenance\Logic,OperationsNumber
Root\PC11\C11\Feeder,P1101,$MotorGP,,NullInterfaceRoleA
Root\PC11\C11\Feeder,P1101,$MotorGP,,NullInterfaceRoleB
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control,ILCK
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\ControlValve\Logic,RSP
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\ControlValve\Logic,SPRange
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\ControlValve\Logic,RSPRanged
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\ControlValve\Logic,CVALVEName
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\PV,IntVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\PV,AINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\OpenPosition,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\OpenPosition,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\ClosePosition,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\ClosePosition,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\OP,IntVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\OP,AOUTPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\Interlocks\Group1,DisCond
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\Interlocks\Group1,BypassCond
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\Interlocks\Group1,ILCK
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\Interlocks\Group1,Name
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\Logic,CVALVELPName
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\LPMode,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\CSMode,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\OpenPB,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\OpenPB,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\ClosePB,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\ClosePB,DINPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\PBLight,BoolVar
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,,NullInterfaceRoleA
Root\PC11\C11\Feeder,FCV1101,$ControlValveGP,,NullInterfaceRoleB
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control,PV
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control,PVQ
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,,NullInterfaceRoleA
Root\PC11\C11\Feeder,FI1101,$AnalogInputGP,,NullInterfaceRoleB
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control,ILCK
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control,OUT
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,PV
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,PVRange
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,RSP
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,ILCKOP
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,OUTRange
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,OUTRanged
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Interlocks\Group1,DisCond
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Interlocks\Group1,BypassCond
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Interlocks\Group1,ILCK
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Interlocks\Group1,Name
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\LimitAlarm,HHWATCH
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\LimitAlarm,HWATCH
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\LimitAlarm,LWATCH
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\LimitAlarm,LLWATCH
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\LimitAlarm,Name
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\DeviationAlarm,DWATCH
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\Alarms\DeviationAlarm,Name
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Supervision\Data\DeviationAlarm,OptimalRangeHi
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Supervision\Data\DeviationAlarm,OptimalRangeLo
Root\PC11\C11\Feeder,FIC1101,$PIDGP,Control\PID\Logic,PVLoop
Root\PC11\C11\Feeder,FIC1101,$PIDGP,,NullInterfaceRoleA
Root\PC11\C11\Feeder,FIC1101,$PIDGP,,NullInterfaceRoleB
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control,PV
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control,PVQ
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,,NullInterfaceRoleA
Root\PC11\C11\Feeder,TI1101,$AnalogInputGP,,NullInterfaceRoleB
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control,PV
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control,PVQ
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,,NullInterfaceRoleA
Root\PC11\C11\Feeder,TI1105,$AnalogInputGP,,NullInterfaceRoleB
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control,PV
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control,PVQ
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVRanged
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\AnalogInput,RealVar
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,,NullInterfaceRoleA
Root\PC11\C11\Reboiler,DPI1101,$AnalogInputGP,,NullInterfaceRoleB
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control,ILCK
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\ControlValve\Logic,RSP
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\ControlValve\Logic,SPRange
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\ControlValve\Logic,RSPRanged
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\ControlValve\Logic,CVALVEName
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\PV,IntVar
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\PV,AINPUTSignalExt
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\OpenPosition,BoolVar
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\OpenPosition,DINPUTSignalExt
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\ClosePosition,BoolVar
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\ClosePosition,DINPUTSignalExt
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\OP,IntVar
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\OP,AOUTPUTSignalExt
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\Interlocks\Group1,DisCond
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\Interlocks\Group1,BypassCond
Root\PC11\C11\Reboiler,TCV1101,$ControlValveGP,Control\Interlocks\Group1,ILCK
